端末番号,名称,0時,1時,2時,3時,4時,5時,6時,7時,8時,9時,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時
KHDT0015,NEXT棟1F内視鏡部検査室(1),0,0,0,0,1,0,0,0,8,14,16,17,26,13,13,31,19,3,1,0,0,3,0,0
KHDT0016,NEXT棟1F内視鏡部検査室(2),0,0,0,0,0,0,3,2,1,10,5,2,10,18,9,18,15,3,3,8,2,4,0,0
KHDT0017,NEXT棟1F内視鏡部検査室(3),0,0,0,0,0,0,0,0,2,10,2,27,19,14,14,41,19,3,4,2,3,0,0,0
KHDT0018,NEXT棟1F内視鏡部検査室(5),0,0,0,0,0,0,0,0,3,2,11,14,16,11,10,15,16,2,2,2,0,0,0,0
KHDT0019,NEXT棟1F内視鏡部受付,0,0,0,0,0,0,0,0,14,1,2,4,6,1,1,4,13,10,0,0,0,0,0,0
KHDT0020,NEXT棟1F内視鏡部受付,0,0,0,0,0,0,0,1,14,0,1,3,1,6,3,4,20,18,0,0,0,1,0,0
KHDT0021,NEXT棟1F内視鏡部面談室(1),0,0,0,0,0,0,0,10,20,2,10,3,7,9,12,13,10,3,2,0,0,0,0,0
KHDT0022,NEXT棟1F内視鏡部診察室(1),0,0,0,0,0,0,0,0,0,11,6,4,3,4,6,4,4,2,0,0,0,0,0,0
KHDT0023,NEXT棟4F看護部（手術）スタッフステ,0,0,0,0,0,0,0,1,1,2,0,1,7,3,3,1,3,18,1,1,0,0,0,0
KHDT0024,NEXT棟4F麻酔科スタッフステーション,0,0,0,0,0,0,0,0,1,3,1,4,5,8,10,7,4,23,1,0,0,0,0,0
KHDT0025,病棟9FリハビリセンターST室,0,0,0,0,0,0,0,0,20,23,19,36,26,24,35,14,28,15,7,5,2,0,0,0
KHDT0026,NEXT棟4F看護部（手術）スタッフステ,0,0,0,0,0,0,0,0,15,43,35,27,26,45,39,46,57,45,18,10,3,1,0,0
KHDT0027,NEXT棟4F看護部（手術）スタッフステ,0,0,0,0,0,0,0,0,12,42,54,21,39,35,45,48,56,50,16,5,1,2,0,0
KHDT0028,NEXT棟4F手術室麻酔医室,0,0,0,0,0,0,0,6,20,5,13,14,7,25,19,22,17,17,11,2,1,2,0,0
KHDT0029,NEXT棟4F手術室大型器材庫,0,0,0,0,0,0,0,0,2,0,2,2,7,7,4,2,2,5,5,0,2,0,0,0
KHDT0030,NEXT棟4F薬剤部薬剤庫,0,0,0,0,0,0,0,0,0,2,4,3,11,7,2,2,7,12,2,0,0,2,0,0
KHDT0031,NEXT棟3FICUカンファレンス室奥,0,0,0,0,0,0,4,3,22,6,4,4,3,15,4,6,7,2,5,2,0,1,0,0
KHDT0032,NEXT棟3F看護部（ICU)ICUスタ,15,10,13,16,11,10,14,67,96,97,48,65,46,74,62,72,109,90,53,41,28,35,0,0
KHDT0033,NEXT棟3F看護部（ICU)ICUスタ,6,1,4,0,1,1,2,56,72,74,50,39,38,61,60,76,77,71,39,31,28,11,0,0
KHDT0034,NEXT棟4F看護部（手術）スタッフステ,0,0,0,0,0,0,0,0,17,40,44,28,37,27,44,48,53,45,18,6,6,5,0,0
KHDT0035,NEXT棟3FICUカンファレンス室手前,0,0,0,0,0,0,0,0,18,3,0,0,0,0,1,4,17,4,0,0,0,0,0,0
KHDT0036,NEXT棟4F麻酔科麻酔医室,0,0,0,0,0,1,0,5,17,5,7,4,11,17,26,24,14,20,5,2,0,2,0,0
KHDT0037,病棟4F看護部（4B病棟）4B病棟ﾅｰｽ,6,6,1,3,4,2,0,39,64,85,72,70,49,49,52,57,46,71,38,28,5,2,0,0
KHDT0038,病棟4F看護部（4B病棟）4B病棟ﾅｰｽ,4,0,4,2,0,1,4,18,68,43,36,29,31,38,35,41,63,58,34,22,4,3,0,0
KHDT0039,病棟4F看護部（4B病棟）4B病棟ﾅｰｽ,1,2,0,2,1,0,2,45,57,59,51,58,52,36,39,41,42,68,28,31,15,2,0,0
KHDT0040,病棟4F看護部（4B病棟）4B病棟ﾅｰｽ,6,1,3,0,0,0,1,40,51,52,42,55,34,22,37,51,50,59,38,26,13,6,0,0
KHDT0041,病棟4F看護部（4B病棟）4B病棟ﾅｰｽ,0,0,0,0,0,0,0,6,60,64,37,25,14,14,24,43,47,39,29,6,3,0,0,0
KHDT0042,病棟4F看護部（4B病棟）4B病棟ﾅｰｽ,3,1,2,0,0,0,0,28,64,64,36,45,26,23,27,47,52,49,33,22,7,0,0,0
KHDT0043,病棟5F看護部（5A病棟）5A病棟ﾅｰｽ,7,10,4,9,5,4,0,6,22,63,73,56,41,36,51,54,24,71,50,24,8,16,0,0
KHDT0044,病棟5F看護部（5A病棟）5A病棟ﾅｰｽ,35,31,18,24,24,16,1,37,63,47,62,45,31,56,61,60,63,66,34,12,5,13,0,0
KHDT0045,病棟5F看護部（5A病棟）5A病棟ﾅｰｽ,8,4,5,0,1,2,3,4,16,67,66,63,41,48,45,50,42,70,40,20,11,9,0,0
KHDT0046,病棟5F看護部（5A病棟）5A病棟ﾅｰｽ,47,43,30,26,37,37,16,23,43,78,75,76,55,66,65,79,67,79,60,48,39,38,0,0
KHDT0047,病棟5F看護部（5A病棟）5A病棟ﾅｰｽ,36,31,17,23,24,19,4,16,35,92,67,72,60,68,68,63,49,69,47,39,23,21,0,0
KHDT0048,病棟5F看護部（5A病棟）5A病棟ﾅｰｽ,11,3,9,9,5,4,0,10,20,66,55,54,43,47,48,46,36,76,38,26,21,7,0,0
KHDT0049,病棟5F看護部（5B病棟）5B病棟ﾅｰｽ,10,10,13,13,7,10,1,1,27,31,21,20,10,31,42,22,50,53,35,11,10,4,0,0
KHDT0050,病棟5F看護部（5B病棟）5B病棟ﾅｰｽ,3,2,2,0,0,1,0,1,12,56,28,38,34,23,29,42,35,53,33,9,11,6,0,0
KHDT0051,病棟5F看護部（5B病棟）5B病棟ﾅｰｽ,4,4,4,2,2,3,0,8,14,56,30,45,31,24,36,43,44,46,24,18,7,5,0,0
KHDT0052,病棟5F看護部（5B病棟）5B病棟ﾅｰｽ,31,20,14,17,16,14,1,20,31,70,58,59,60,53,49,67,68,66,35,29,19,26,0,0
KHDT0053,病棟5F看護部（5B病棟）5B病棟ﾅｰｽ,19,13,16,11,8,4,0,7,25,69,48,50,41,32,67,56,34,71,31,19,6,22,0,0
KHDT0054,病棟6F看護部（6A病棟）6A病棟ﾅｰｽ,2,1,2,1,0,2,0,27,22,64,23,65,51,32,33,47,23,50,18,8,1,1,0,0
KHDT0055,病棟6F看護部（6A病棟）6A病棟ﾅｰｽ,5,1,0,0,0,0,0,18,30,16,32,29,35,36,33,36,45,43,16,3,2,0,0,0
KHDT0056,病棟6F看護部（6A病棟）6A病棟ﾅｰｽ,11,16,9,3,11,4,2,29,42,66,63,77,41,26,44,45,32,59,26,24,14,13,0,0
KHDT0057,病棟6F看護部（6A病棟）6A病棟ﾅｰｽ,31,26,24,21,13,6,4,30,36,73,77,80,54,55,70,55,79,47,45,16,21,19,0,0
KHDT0058,病棟6F看護部（6A病棟）6A病棟ﾅｰｽ,7,4,3,2,0,0,0,23,30,58,39,42,41,29,30,28,29,52,22,12,6,2,0,0
KHDT0059,病棟6F看護部（6A病棟）6A病棟ﾅｰｽ,31,21,14,18,9,7,2,41,51,62,65,55,75,53,56,66,77,58,42,11,5,6,0,0
KHDT0060,病棟6F看護部（6B病棟）6B病棟ﾅｰｽ,7,2,3,6,13,5,0,7,26,14,21,35,41,44,44,32,49,49,20,14,3,11,0,0
KHDT0061,病棟6F看護部（6B病棟）6B病棟ﾅｰｽ,26,20,15,11,31,9,2,29,42,55,60,69,47,53,43,78,60,57,38,22,15,11,0,0
KHDT0062,病棟6F看護部（6B病棟）6B病棟ﾅｰｽ,5,7,2,4,3,3,0,16,41,74,37,47,38,40,34,54,35,61,34,13,5,0,0,0
KHDT0063,病棟6F看護部（6B病棟）6B病棟ﾅｰｽ,2,0,0,0,0,0,0,9,32,64,31,27,40,28,13,19,17,47,27,3,0,2,0,0
KHDT0064,病棟6F看護部（6B病棟）6B病棟ﾅｰｽ,28,19,24,15,21,4,1,16,45,74,64,70,53,51,51,69,53,74,42,27,11,8,0,0
KHDT0065,病棟6F看護部（6B病棟）6B病棟ﾅｰｽ,5,6,0,3,0,0,0,9,29,69,38,47,46,37,34,43,26,47,40,10,1,2,0,0
KHDT0066,病棟7F看護部（7A病棟）7A病棟ﾅｰｽ,7,4,0,2,2,1,0,47,60,74,36,57,28,36,44,42,31,73,37,20,14,5,0,0
KHDT0067,病棟7F看護部（7A病棟）7A病棟ﾅｰｽ,45,32,9,17,22,5,0,38,85,41,35,23,46,59,33,53,70,93,48,19,8,13,0,0
KHDT0068,病棟7F看護部（7A病棟）7A病棟ﾅｰｽ,19,19,10,5,2,1,1,43,38,86,46,46,48,39,46,54,22,64,40,32,21,10,0,0
KHDT0069,病棟7F看護部（7A病棟）7A病棟ﾅｰｽ,1,3,0,1,0,0,0,13,63,64,22,21,16,31,38,33,41,52,32,13,6,1,0,0
KHDT0070,病棟7F看護部（7A病棟）7A病棟ﾅｰｽ,46,36,27,23,21,6,5,55,61,86,88,64,67,64,90,68,46,75,52,51,34,16,0,0
KHDT0071,病棟7F看護部（7A病棟）7A病棟ﾅｰｽ,38,28,36,20,25,12,11,60,76,95,71,101,66,72,66,88,54,68,67,39,25,15,0,0
KHDT0072,病棟7F看護部（7B病棟）7B病棟ﾅｰｽ,1,5,4,6,5,1,0,26,64,30,33,36,56,34,48,35,45,65,19,14,2,3,0,0
KHDT0073,病棟7F看護部（7B病棟）7B病棟ﾅｰｽ,25,18,13,21,11,7,2,32,74,79,66,78,57,70,83,70,88,74,40,15,17,12,0,0
KHDT0074,病棟7F看護部（7B病棟）7B病棟ﾅｰｽ,8,3,5,3,1,0,1,28,60,73,43,46,44,25,44,56,46,73,30,16,19,3,0,0
KHDT0075,病棟7F看護部（7B病棟）7B病棟ﾅｰｽ,2,4,9,0,0,0,0,27,40,72,34,39,27,35,40,49,33,49,25,11,6,1,0,0
KHDT0076,病棟7F看護部（7B病棟）7B病棟ﾅｰｽ,20,16,17,12,10,3,5,31,78,72,71,92,71,92,58,83,86,81,44,24,15,6,0,0
KHDT0077,病棟7F看護部（7B病棟）7B病棟ﾅｰｽ,7,5,4,12,0,0,1,30,41,54,27,24,24,23,23,44,42,46,26,13,14,3,0,0
KHDT0078,病棟8F看護部（8F病棟）8F病棟ﾅｰｽ,13,8,7,8,4,8,0,25,61,47,50,40,29,53,37,33,60,87,32,17,7,2,0,0
KHDT0079,病棟8F看護部（8F病棟）8F病棟ﾅｰｽ,22,28,17,21,27,22,1,36,71,80,85,92,73,55,72,78,49,104,49,17,13,20,0,0
KHDT0080,病棟8F看護部（8F病棟）8F病棟ﾅｰｽ,6,7,12,16,9,11,1,16,46,70,48,42,31,32,33,46,19,67,45,23,7,3,0,0
KHDT0081,病棟8F看護部（8F病棟）8F病棟ﾅｰｽ,31,18,22,19,35,22,2,21,58,70,44,51,46,37,42,47,31,66,42,24,18,9,0,0
KHDT0082,病棟8F看護部（8F病棟）8F病棟ﾅｰｽ,12,7,9,18,8,6,6,48,72,84,62,69,58,56,49,57,52,74,49,22,14,2,0,0
KHDT0083,病棟8F看護部（8F病棟）ｸﾘｰﾝﾙｰﾑ,4,3,3,2,3,8,2,4,29,65,25,24,17,22,28,28,43,31,24,5,9,7,0,0
KHDT0084,病棟8F看護部（8F病棟）成分採血室,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDT0085,医局棟2F医局ﾚｼﾞﾃﾞﾝﾄﾙｰﾑ,20,7,4,4,1,4,22,105,70,52,56,66,64,58,46,62,60,48,50,37,36,35,0,0
KHDT0086,医局棟2F医局ﾚｼﾞﾃﾞﾝﾄﾙｰﾑ,4,2,2,0,0,0,5,77,46,40,35,46,38,32,49,39,32,38,42,39,35,18,0,0
KHDT0087,医局棟2F医局医員室2,6,1,0,0,0,1,4,60,53,43,25,25,36,21,20,41,31,36,39,34,22,11,0,0
KHDT0088,医局棟3F医局共有スペース,0,0,0,1,0,1,4,15,14,33,39,38,32,20,25,24,29,25,16,13,6,1,0,0
KHDT0089,医局棟4F医局共有スペース,6,0,0,0,0,0,5,59,47,41,41,36,32,27,43,39,33,30,30,23,20,14,0,0
KHDT0090,病棟4F当直室（1）管理当直室,1,1,0,0,0,0,1,1,0,0,0,2,3,0,1,3,1,1,1,0,0,1,0,0
KHDT0091,病棟4F当直室（3）内科当直室,14,10,13,14,16,9,23,23,9,1,0,0,0,0,0,1,1,2,10,8,12,8,0,0
KHDT0092,医局棟2F医局ﾚｼﾞﾃﾞﾝﾄﾙｰﾑ(中央,18,9,1,3,1,6,24,101,59,41,54,73,59,47,55,68,64,57,70,60,52,52,0,0
KHDT0093,医局棟2F医局医員室1,0,3,0,0,0,0,0,28,40,23,23,16,14,9,13,12,20,17,17,17,6,1,0,0
KHDT0094,医局棟2F医局医員室3,7,0,1,0,0,3,18,80,90,63,49,48,37,41,36,39,50,52,44,39,24,7,0,0
KHDT0097,病棟3Fカンファレンスルームｶﾝﾌｧﾚﾝ,0,0,1,0,0,0,0,2,21,6,1,0,1,3,6,1,22,25,2,3,1,1,0,0
KHDT0098,医局棟1F医局ｶﾝﾌｧﾚﾝｽﾙｰﾑ,6,0,0,0,0,0,0,22,28,18,17,16,7,26,14,19,21,10,21,15,8,6,0,0
KHDT0099,医局棟4F医局共有スペース,1,0,1,4,0,11,2,39,29,34,31,22,23,25,28,30,31,26,19,10,7,3,0,0
KHDT0100,医局棟4F医局共有スペース,0,0,0,0,0,0,0,9,18,21,28,30,18,13,18,36,27,24,6,5,4,4,0,0
KHDT0101,病棟3Fカンファレンスルームｶﾝﾌｧﾚﾝ,5,3,3,2,0,0,0,12,26,14,2,1,0,3,8,7,22,12,11,3,1,1,0,0
KHDT0103,病棟1F柏の葉サロン栄養相談室,0,0,0,0,0,0,0,0,5,16,30,37,22,19,20,16,8,2,0,0,0,0,0,0
KHDT0105,病棟B1F栄養管理室栄養管理室,0,0,0,0,0,0,0,4,11,15,25,29,28,23,34,33,48,2,0,0,0,0,0,0
KHDT0108,病棟B1F栄養管理室栄養管理室,0,0,0,0,0,0,0,2,22,2,18,15,42,7,0,0,41,5,0,0,0,0,0,0
KHDT0109,病棟B1F栄養管理室栄養管理室,0,0,0,0,0,0,0,0,4,2,7,7,11,2,3,4,2,1,0,0,0,0,0,0
KHDT0110,病棟B1F栄養管理室栄養管理室,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KHDT0112,病棟1F看護部（外来）診察室⑯,0,0,0,0,0,0,0,0,4,3,20,26,36,14,28,16,4,2,1,0,0,0,0,0
KHDT0113,病棟1F看護部（外来）PCU外来診察室⑭,0,0,0,0,0,0,0,0,4,15,11,20,24,22,19,23,15,3,0,0,0,0,0,0
KHDT0114,病棟1F看護部（外来）リハ外来診察室⑱,0,0,0,0,0,0,0,0,5,8,25,22,6,8,2,20,20,4,0,0,0,0,0,0
KHDT0115,病棟1F看護部（外来）外科・内科診察室①,0,0,0,0,0,0,0,0,1,9,6,12,15,30,24,20,9,6,0,0,0,0,0,0
KHDT0116,病棟1F看護部（外来）外科・内科診察室③,0,0,0,0,0,0,0,0,7,20,25,20,29,33,37,28,11,5,0,0,0,0,0,0
KHDT0117,病棟1F看護部（外来）軽処置室,0,0,0,0,0,0,0,0,6,7,18,24,28,24,16,12,5,0,1,0,0,0,0,0
KHDT0118,病棟1F看護部（外来）外科・内科診察室③,0,0,0,0,0,0,0,0,3,9,3,6,9,13,23,27,12,1,2,1,0,0,0,0
KHDT0119,病棟1F看護部（外来）外科・内科診察室④,0,0,0,0,0,0,0,3,1,7,19,10,29,12,28,18,9,8,0,1,0,0,0,0
KHDT0120,病棟1F看護部（外来）外科・内科診察室⑤,0,0,0,0,0,0,0,0,1,8,9,8,18,16,10,16,17,3,2,1,0,0,0,0
KHDT0121,病棟1F看護部（外来）外科・内科診察室⑥,0,0,0,0,0,0,0,0,1,9,13,22,21,13,10,14,6,2,0,0,0,0,0,0
KHDT0122,病棟1F看護部（外来）外科・内科診察室⑦,0,0,0,0,0,0,0,0,4,5,10,15,26,28,16,20,0,1,0,0,0,0,0,0
KHDT0123,病棟1F看護部（外来）外科・内科診察室⑧,0,0,0,0,0,0,0,0,2,1,2,4,7,9,5,10,11,10,1,0,1,0,0,0
KHDT0124,病棟1F看護部（外来）外科・内科診察室②,0,0,0,0,0,0,0,0,1,5,6,11,20,20,20,29,15,18,8,0,0,0,0,0
KHDT0125,病棟1F看護部（外来）診察窓口①,0,0,0,0,0,0,0,0,11,20,7,13,25,25,18,31,24,19,0,0,0,0,0,0
KHDT0126,病棟1F看護部（外来）3番 処置室(中央,0,0,0,0,0,0,0,0,0,6,20,13,19,8,9,13,5,3,1,1,0,0,0,0
KHDT0127,病棟1F看護部（外来）診察窓口 ③,0,0,0,0,0,0,0,0,20,15,5,7,15,15,8,10,29,15,4,0,0,0,0,0
KHDT0128,病棟1F看護部（外来）整形外科診察室⑰(,0,0,0,0,0,0,0,0,1,1,10,13,8,15,19,10,3,3,0,0,0,0,0,0
KHDT0129,病棟1F看護部（外来）精神科診察室⑮,0,0,0,0,0,0,0,0,0,1,6,13,8,20,11,7,4,4,0,0,0,0,0,0
KHDT0130,先端医療開発センター5F先端医療開発支援,3,0,0,0,0,1,11,25,11,23,21,21,20,24,27,31,17,14,8,8,10,5,0,0
KHDT0133,病棟1F看護部（外来）共通診察室⑨,0,0,0,0,0,0,0,0,0,7,6,11,11,9,7,13,11,15,0,0,0,0,0,0
KHDT0134,病棟1F看護部（外来）泌尿器科診察室⑩(,0,0,0,0,0,0,0,0,1,1,4,5,19,17,11,8,18,19,10,4,2,0,0,0
KHDT0135,病棟1F看護部（外来）皮膚科診察室⑪,0,0,0,0,0,0,0,0,2,0,4,9,9,6,5,16,15,10,3,6,1,0,0,0
KHDT0136,病棟2F看護部（外来）外来ｽﾀｯﾌﾙｰﾑ,0,0,0,0,0,0,0,3,51,56,24,32,28,24,24,20,20,22,12,11,0,0,0,0
KHDT0137,病棟3F看護部（外来）面談室①,0,0,0,0,0,0,0,0,6,28,17,8,12,14,15,19,16,27,0,0,0,0,0,0
KHDT0138,病棟2F看護部（外来）眼科・歯科診察窓口,0,0,0,0,0,0,0,0,20,49,38,32,30,23,27,35,30,20,0,0,0,0,0,0
KHDT0139,パークホテル診療棟2Fホテル外来診察室⑦,0,0,0,0,0,0,0,0,2,30,24,28,16,23,24,28,30,1,0,0,0,0,0,0
KHDT0141,病棟3F治験管理室共用室(1),0,0,0,0,0,0,0,0,4,3,11,10,11,2,1,2,1,0,0,0,0,0,0,0
KHDT0142,病棟3F治験管理室共用室(2),0,0,0,0,0,0,0,0,3,3,7,12,1,1,2,0,2,0,0,0,0,0,0,0
KHDT0143,病棟2F看護部（外来）診察室⑳(中央参照,0,0,0,0,0,0,0,0,25,17,9,20,13,18,21,12,23,13,8,0,1,0,0,0
KHDT0144,病棟2F看護部（外来）採血室 受付,0,0,0,0,0,0,0,0,31,24,33,37,32,32,27,33,32,16,0,0,0,0,0,0
KHDT0145,病棟2F看護部（外来）診察室?,0,0,0,0,0,0,0,0,12,16,12,13,19,18,11,22,25,20,10,14,5,4,0,0
KHDT0146,病棟2F看護部（外来）頭頚・乳腺婦人科診,0,0,0,0,0,0,0,0,26,11,5,6,15,36,31,18,39,7,0,0,0,0,0,0
KHDT0147,病棟2F看護部（外来）頭頸科処置室⑫,0,0,0,0,0,0,0,2,20,21,30,21,26,20,12,14,10,14,6,2,0,0,0,0
KHDT0148,病棟2F看護部（外来）頭頸科診察室⑪ (,0,0,0,0,0,0,0,0,2,10,4,8,12,6,11,17,15,9,1,2,1,1,0,0
KHDT0149,病棟2F看護部（外来）頭頸科診察室⑬(中,0,0,0,0,0,0,0,0,1,8,2,7,23,9,16,14,6,5,1,1,0,0,0,0
KHDT0150,病棟2F看護部（外来）内科・外科診察室②,0,0,0,0,0,0,0,0,1,5,9,14,15,14,14,18,18,10,8,1,0,0,0,0
KHDT0151,病棟2F看護部（外来）内科・外科診察室③,0,0,0,0,0,0,0,0,0,4,17,12,21,18,16,19,16,6,3,0,0,0,0,0
KHDT0152,病棟2F看護部（外来）内科・外科診察室④,0,0,0,0,0,0,0,0,0,1,9,16,14,14,8,18,11,20,5,1,0,0,0,0
KHDT0153,病棟2F看護部（外来）内科・外科診察室⑤,0,0,0,0,0,0,0,0,1,2,10,21,18,11,18,18,21,8,4,4,0,0,0,0
KHDT0154,病棟2F看護部（外来）内科・外科診察室⑥,0,0,0,0,0,0,0,0,9,3,0,16,5,11,13,9,16,22,8,6,0,0,0,0
KHDT0155,パークホテル診療棟2Fホテル外来診察室⑤,0,0,0,0,0,0,0,0,0,2,9,6,13,2,5,8,23,0,0,0,0,0,0,0
KHDT0156,パークホテル診療棟2Fホテル外来診察室⑥,0,0,0,0,0,0,0,0,2,0,1,5,8,6,3,4,12,4,0,0,0,0,0,0
KHDT0157,病棟2F看護部（外来）共通診察室⑨,0,0,0,0,0,0,0,0,5,18,23,22,21,20,24,16,6,2,0,0,0,0,0,0
KHDT0158,病棟2F看護部（外来）内科・外科診察室⑩,0,0,0,0,0,0,0,0,5,19,25,21,20,20,22,13,14,2,6,0,2,2,0,0
KHDT0159,病棟2F看護部（外来）内科・外科診察室①,0,0,0,0,0,0,0,0,10,38,38,31,22,44,21,21,15,7,0,1,2,0,0,0
KHDT0160,病棟2F看護部（外来）内科・外科診察窓口,0,0,0,0,0,0,0,0,6,14,7,7,19,18,14,18,25,37,8,3,1,0,0,0
KHDT0161,病棟2F看護部（外来）婦人科診察室⑰,0,0,0,0,0,0,0,0,10,4,1,2,7,13,7,12,15,12,14,13,5,2,0,0
KHDT0163,病棟1F看護部（外来）診察窓口 ②,0,0,0,0,0,0,0,0,26,20,12,18,20,27,25,14,18,20,0,0,0,0,0,0
KHDT0164,病棟3F看護部看護部長室看護副部長室,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,5,7,1,2,0,0
