期間,2024/09/01,-,2024/09/30,,,,,,,,,,,,,,,,,,,,,,
端末番号,名称,0時,1時,2時,3時,4時,5時,6時,7時,8時,9時,10時,11時,12時,13時,14時,15時,16時,17時,18時,19時,20時,21時,22時,23時
KHDT0044,病棟5F看護部（5A病棟）5A病棟ﾅｰｽｽﾃｰｼｮﾝ,16,18,14,16,15,2,0,19,24,27,23,26,17,15,23,22,20,28,21,11,6,2,17,45
KHDT0045,病棟5F看護部（5A病棟）5A病棟ﾅｰｽｽﾃｰｼｮﾝ,2,0,1,0,0,0,1,2,30,29,23,19,17,17,20,27,30,25,19,13,8,4,2,5
KHDT0046,病棟5F看護部（5A病棟）5A病棟ﾅｰｽｽﾃｰｼｮﾝ,19,20,17,17,13,8,5,13,27,28,22,21,18,18,19,22,26,26,21,15,7,6,17,48
KHDT0047,病棟5F看護部（5A病棟）5A病棟ﾅｰｽｽﾃｰｼｮﾝ,11,14,13,13,12,6,4,13,27,28,22,22,18,14,20,21,23,28,17,11,7,4,8,19
KHDT0048,病棟5F看護部（5A病棟）5A病棟ﾅｰｽｽﾃｰｼｮﾝ,2,6,5,4,3,4,3,9,29,29,26,21,18,19,19,24,28,26,18,12,12,5,3,9
KHDT0049,病棟5F看護部（5B病棟）5B病棟ﾅｰｽｽﾃｰｼｮﾝ,11,13,11,13,12,6,2,4,22,25,22,20,14,17,20,18,18,23,18,9,3,1,9,26
KHDT0050,病棟5F看護部（5B病棟）5B病棟ﾅｰｽｽﾃｰｼｮﾝ,6,6,5,3,4,4,2,3,22,26,16,12,17,14,10,17,28,26,17,8,5,5,3,10
KHDT0051,病棟5F看護部（5B病棟）5B病棟ﾅｰｽｽﾃｰｼｮﾝ,4,4,6,5,5,4,2,7,29,29,21,17,11,12,14,21,29,29,23,8,5,4,3,2
KHDT0052,病棟5F看護部（5B病棟）5B病棟ﾅｰｽｽﾃｰｼｮﾝ,16,19,18,22,17,17,5,15,27,27,20,22,19,22,20,18,21,26,17,10,9,7,18,40
KHDT0053,病棟5F看護部（5B病棟）5B病棟ﾅｰｽｽﾃｰｼｮﾝ,13,12,9,16,8,8,1,11,27,27,21,22,20,21,18,20,26,27,20,10,9,1,9,26
KHDT0054,病棟6F看護部（6A病棟）6A病棟ﾅｰｽｽﾃｰｼｮﾝ,1,2,2,2,3,1,1,9,27,27,24,23,20,17,21,27,29,29,15,4,2,3,4,5
KHDT0055,病棟6F看護部（6A病棟）6A病棟ﾅｰｽｽﾃｰｼｮﾝ,3,3,0,0,1,0,0,4,19,23,20,23,16,22,19,21,21,19,9,4,1,0,0,3
KHDT0056,病棟6F看護部（6A病棟）6A病棟ﾅｰｽｽﾃｰｼｮﾝ,13,9,9,5,5,3,3,16,26,26,23,23,19,20,18,25,27,26,19,11,7,5,10,19
KHDT0057,病棟6F看護部（6A病棟）6A病棟ﾅｰｽｽﾃｰｼｮﾝ,15,15,21,18,17,11,7,15,25,24,19,22,23,19,22,20,25,24,18,10,7,8,16,43
KHDT0058,病棟6F看護部（6A病棟）6A病棟ﾅｰｽｽﾃｰｼｮﾝ,7,7,2,2,2,2,2,7,22,28,25,23,17,18,16,27,29,27,13,3,3,2,1,5
KHDT0059,病棟6F看護部（6A病棟）6A病棟ﾅｰｽｽﾃｰｼｮﾝ,16,16,15,21,15,11,6,14,25,25,23,22,18,19,20,19,24,26,19,10,5,4,7,29
KHDT0060,病棟6F看護部（6B病棟）6B病棟ﾅｰｽｽﾃｰｼｮﾝ,3,3,2,1,2,2,1,5,23,22,20,20,17,23,22,21,24,23,12,5,0,0,4,6
KHDT0061,病棟6F看護部（6B病棟）6B病棟ﾅｰｽｽﾃｰｼｮﾝ,13,12,10,14,14,10,3,17,29,28,26,27,27,25,23,23,27,26,19,17,6,6,10,26
KHDT0062,病棟6F看護部（6B病棟）6B病棟ﾅｰｽｽﾃｰｼｮﾝ,5,1,4,3,2,1,0,7,29,30,27,23,20,18,21,25,30,29,18,12,3,2,4,3
KHDT0063,病棟6F看護部（6B病棟）6B病棟ﾅｰｽｽﾃｰｼｮﾝ,2,4,1,1,0,1,0,4,27,27,21,17,12,16,15,19,30,30,14,7,3,1,2,0
KHDT0064,病棟6F看護部（6B病棟）6B病棟ﾅｰｽｽﾃｰｼｮﾝ,20,18,19,14,10,9,4,15,24,25,23,22,19,15,19,17,22,25,20,15,12,10,19,27
KHDT0065,病棟6F看護部（6B病棟）6B病棟ﾅｰｽｽﾃｰｼｮﾝ,3,1,3,3,0,1,0,8,28,28,24,20,18,15,19,22,29,26,15,9,3,0,2,2
KHDT0066,病棟7F看護部（7A病棟）7A病棟ﾅｰｽｽﾃｰｼｮﾝ,4,5,1,1,1,1,3,17,28,30,23,19,21,21,18,22,30,30,25,20,17,11,3,0
KHDT0067,病棟7F看護部（7A病棟）7A病棟ﾅｰｽｽﾃｰｼｮﾝ,16,15,12,11,8,4,2,18,22,23,21,19,18,21,18,20,25,24,17,12,7,8,10,25
KHDT0068,病棟7F看護部（7A病棟）7A病棟ﾅｰｽｽﾃｰｼｮﾝ,6,10,5,3,2,2,2,21,28,28,19,19,21,15,18,21,28,28,17,10,7,4,2,7
KHDT0069,病棟7F看護部（7A病棟）7A病棟ﾅｰｽｽﾃｰｼｮﾝ,0,0,0,0,0,0,0,17,22,26,12,16,13,14,16,16,29,28,12,7,4,1,0,0
KHDT0070,病棟7F看護部（7A病棟）7A病棟ﾅｰｽｽﾃｰｼｮﾝ,17,17,19,17,8,8,7,19,24,25,21,21,22,20,22,24,25,25,20,14,9,7,17,34
KHDT0071,病棟7F看護部（7A病棟）7A病棟ﾅｰｽｽﾃｰｼｮﾝ,19,14,16,13,12,9,7,23,27,27,26,27,24,24,23,24,26,26,25,16,13,8,15,39
KHDT0072,病棟7F看護部（7B病棟）7B病棟ﾅｰｽｽﾃｰｼｮﾝ,7,9,7,7,4,1,1,17,26,25,24,22,18,23,24,29,30,24,17,5,4,4,3,0
KHDT0073,病棟7F看護部（7B病棟）7B病棟ﾅｰｽｽﾃｰｼｮﾝ,12,11,14,10,6,3,1,16,24,23,20,17,18,19,19,22,25,23,16,8,9,6,5,25
KHDT0074,病棟7F看護部（7B病棟）7B病棟ﾅｰｽｽﾃｰｼｮﾝ,5,5,5,5,2,1,1,18,27,25,21,21,19,16,13,25,27,22,18,12,13,8,2,7
KHDT0075,病棟7F看護部（7B病棟）7B病棟ﾅｰｽｽﾃｰｼｮﾝ,0,1,1,1,0,0,0,15,27,25,20,16,19,16,19,27,29,22,16,8,7,3,1,0
KHDT0076,病棟7F看護部（7B病棟）7B病棟ﾅｰｽｽﾃｰｼｮﾝ,15,16,19,17,8,6,6,17,26,25,23,20,18,21,21,24,24,26,20,13,15,7,9,23
KHDT0077,病棟7F看護部（7B病棟）7B病棟ﾅｰｽｽﾃｰｼｮﾝ,4,1,4,3,2,1,13,21,24,26,20,17,18,15,19,23,25,22,18,14,8,6,1,2
KHDT0078,病棟8F看護部（8F病棟）8F病棟ﾅｰｽｽﾃｰｼｮﾝ,2,4,4,3,4,4,2,16,25,23,23,20,18,17,24,25,24,26,18,7,3,4,3,7
KHDT0079,病棟8F看護部（8F病棟）8F病棟ﾅｰｽｽﾃｰｼｮﾝ,18,14,14,15,16,13,5,20,28,28,22,24,27,23,26,27,28,28,23,15,10,5,10,30
KHDT0080,病棟8F看護部（8F病棟）8F病棟ﾅｰｽｽﾃｰｼｮﾝ,3,7,8,10,7,5,2,9,28,29,20,19,21,24,19,20,29,28,21,7,4,3,3,10
KHDT0081,病棟8F看護部（8F病棟）8F病棟ﾅｰｽｽﾃｰｼｮﾝ,17,18,18,15,13,8,1,16,30,30,25,25,23,27,22,23,28,29,26,10,8,6,9,25
KHDT0082,病棟8F看護部（8F病棟）8F病棟ﾅｰｽｽﾃｰｼｮﾝ,4,9,11,7,6,4,2,21,27,27,18,24,26,24,25,24,26,27,24,8,8,8,7,16
KHDT0083,病棟8F看護部（8F病棟）ｸﾘｰﾝﾙｰﾑ,4,1,3,3,2,2,0,3,16,22,8,13,11,13,11,17,19,15,4,1,8,3,3,10
KHDT0085,医局棟2F医局ﾚｼﾞﾃﾞﾝﾄﾙｰﾑ,4,3,2,1,5,11,17,21,24,26,26,25,24,24,22,23,26,26,22,22,18,14,12,13
KHDT0086,医局棟2F医局ﾚｼﾞﾃﾞﾝﾄﾙｰﾑ,3,1,3,2,2,4,9,21,24,27,23,21,24,21,20,24,20,20,20,19,15,15,14,13
KHDT0087,医局棟2F医局医員室2,1,2,1,1,1,1,2,17,21,22,20,14,17,14,15,17,15,18,15,9,6,6,9,6
KHDT0088,医局棟3F医局共有スペース,0,0,1,0,0,0,2,12,17,18,20,19,17,15,19,18,13,15,15,9,4,3,0,0
KHDT0089,医局棟4F医局共有スペース,0,0,0,1,1,0,4,20,25,26,22,17,16,19,20,19,16,17,17,17,15,12,5,12
KHDT0090,病棟4F当直室（1）管理当直室,2,0,0,0,0,0,1,3,2,1,1,1,1,1,0,1,1,1,2,1,2,1,2,5
KHDT0091,病棟4F当直室（3）内科当直室,11,10,9,8,6,10,17,15,6,1,1,1,1,1,1,1,2,4,7,8,6,6,7,25
KHDT0092,医局棟2F医局ﾚｼﾞﾃﾞﾝﾄﾙｰﾑ(中央参照可),5,2,2,2,4,5,17,29,29,28,28,28,27,27,24,27,29,28,25,25,26,23,21,25
KHDT0093,医局棟2F医局医員室1,0,0,0,0,0,1,1,17,20,19,11,8,9,9,8,11,14,14,16,11,6,2,1,0
KHDT0094,医局棟2F医局医員室3,2,3,1,0,1,1,13,25,30,28,26,25,23,23,22,23,23,23,21,20,19,18,10,19
KHDT0097,病棟3Fカンファレンスルームｶﾝﾌｧﾚﾝｽﾙｰﾑ2(中央参照可),1,0,0,0,0,0,0,13,19,2,1,2,1,2,2,3,12,9,2,2,4,4,1,1
KHDT0098,医局棟1F医局ｶﾝﾌｧﾚﾝｽﾙｰﾑ,1,0,0,0,0,0,0,16,20,22,12,12,10,17,12,12,16,16,15,9,7,5,3,1
KHDT0099,医局棟4F医局共有スペース,1,2,6,4,11,11,5,19,17,20,21,16,17,17,16,18,18,16,14,9,4,4,1,1
KHDT0100,医局棟4F医局共有スペース,1,1,1,1,1,1,2,17,13,20,15,13,15,13,13,17,16,15,10,4,1,1,1,1
KHDT0101,病棟3Fカンファレンスルームｶﾝﾌｧﾚﾝｽﾙｰﾑ1(中央参照可),0,0,0,0,0,0,0,18,20,10,3,2,2,4,4,12,15,16,7,2,1,0,0,0
KHDT0103,病棟1F柏の葉サロン栄養相談室,2,2,2,2,2,2,2,2,7,11,15,17,14,12,14,12,9,5,2,2,2,2,2,2
KHDT0105,病棟B1F栄養管理室栄養管理室,0,0,0,0,0,0,0,30,30,26,29,22,29,19,27,21,23,0,0,0,0,0,0,0
KHDT0108,病棟B1F栄養管理室栄養管理室,0,0,0,0,0,0,0,15,19,16,16,19,19,9,19,21,25,0,0,0,0,0,0,0
KHDT0109,病棟B1F栄養管理室栄養管理室,0,0,0,0,0,0,0,0,15,19,14,15,14,6,13,9,7,4,0,0,0,0,0,0
KHDT0110,病棟B1F栄養管理室栄養管理室,0,0,0,0,0,0,0,0,1,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0
KHDT0112,病棟1F看護部（外来）診察室⑯,0,0,0,0,0,0,0,0,2,7,10,13,16,17,15,14,8,5,2,0,0,0,0,0
KHDT0113,病棟1F看護部（外来）PCU外来診察室⑭(中央参照可),0,0,0,0,0,0,0,13,3,8,17,18,14,16,17,14,8,4,1,0,0,0,0,0
KHDT0114,病棟1F看護部（外来）リハ外来診察室⑱,0,0,0,0,0,0,0,0,4,10,15,14,14,16,15,9,8,3,1,0,0,0,0,0
KHDT0115,病棟1F看護部（外来）外科・内科診察室①,0,0,0,0,0,0,0,0,16,19,19,17,16,14,14,13,5,1,3,2,1,1,1,0
KHDT0116,病棟1F看護部（外来）外科・内科診察室③　奥,0,0,0,0,0,0,0,0,14,19,15,14,16,18,18,15,11,1,0,0,0,0,0,0
KHDT0117,病棟1F看護部（外来）軽処置室,0,0,0,0,0,0,0,0,10,17,17,18,16,14,13,11,6,1,4,3,4,3,3,3
KHDT0118,病棟1F看護部（外来）外科・内科診察室③,1,1,1,1,1,1,1,1,15,18,18,17,15,17,12,14,5,3,1,1,1,1,1,1
KHDT0119,病棟1F看護部（外来）外科・内科診察室④,1,1,1,1,1,1,1,7,15,18,16,16,17,15,15,12,11,1,1,1,1,1,1,1
KHDT0120,病棟1F看護部（外来）外科・内科診察室⑤,1,1,1,1,1,1,1,1,14,18,16,18,18,18,14,15,12,6,2,1,1,1,1,1
KHDT0121,病棟1F看護部（外来）外科・内科診察室⑥,0,0,0,0,0,0,0,0,9,17,18,18,17,13,14,9,5,3,0,0,0,0,0,0
KHDT0122,病棟1F看護部（外来）外科・内科診察室⑦,0,0,0,0,0,0,0,0,17,19,17,18,18,15,16,12,4,0,0,0,0,0,0,0
KHDT0123,病棟1F看護部（外来）外科・内科診察室⑧,0,0,0,0,0,0,0,0,17,19,17,18,18,18,19,17,14,9,2,0,0,0,0,0
KHDT0124,病棟1F看護部（外来）外科・内科診察室②,0,0,0,0,0,0,0,0,17,19,17,17,15,13,14,12,10,5,1,0,0,0,0,0
KHDT0125,病棟1F看護部（外来）診察窓口①,0,0,0,0,0,0,0,0,19,17,16,16,19,18,17,19,16,10,0,0,0,0,0,0
KHDT0126,病棟1F看護部（外来）3番 処置室(中央参照可),0,0,0,0,0,0,0,0,12,13,12,11,13,15,16,13,10,9,1,0,0,0,0,0
KHDT0127,病棟1F看護部（外来）診察窓口 ③,1,1,1,1,1,1,1,1,17,17,17,17,16,18,17,18,18,7,3,1,1,1,1,1
KHDT0128,病棟1F看護部（外来）整形外科診察室⑰(中央参照可),0,0,0,0,0,0,0,0,0,4,16,14,14,13,11,6,5,1,0,0,0,0,0,0
KHDT0129,病棟1F看護部（外来）精神科診察室⑮,0,0,0,0,0,0,0,0,0,13,17,17,17,15,13,11,6,2,0,0,0,0,0,0
KHDT0130,先端医療開発センター5F先端医療開発支援室TR支援室,0,0,0,0,0,0,7,7,15,20,19,20,17,18,15,15,15,8,10,5,2,0,0,0
KHDT0133,病棟1F看護部（外来）共通診察室⑨,0,0,0,0,0,0,0,0,9,14,14,14,17,18,16,15,9,5,4,1,0,0,0,0
KHDT0134,病棟1F看護部（外来）泌尿器科診察室⑩(中央参照可),0,0,0,0,0,0,0,0,13,18,17,15,17,15,14,14,15,10,5,1,1,0,0,0
KHDT0135,病棟1F看護部（外来）皮膚科診察室⑪,0,0,0,0,0,0,0,0,2,17,16,15,14,16,13,12,12,7,2,0,0,0,0,0
KHDT0136,病棟2F看護部（外来）外来ｽﾀｯﾌﾙｰﾑ　（部屋番号：219）,1,0,0,0,0,0,0,3,19,17,14,12,18,17,14,13,13,13,10,5,1,0,1,0
KHDT0137,病棟3F看護部（外来）面談室①,2,2,2,2,2,2,2,2,14,15,15,13,17,15,14,16,14,13,2,2,2,2,2,2
KHDT0138,病棟2F看護部（外来）眼科・歯科診察窓口⑱A,0,0,0,0,0,0,0,0,18,19,18,18,17,17,18,17,15,5,0,0,0,0,0,0
KHDT0139,パークホテル診療棟2Fホテル外来診察室⑦,0,0,0,0,0,0,0,0,19,17,10,13,19,10,10,12,6,0,0,0,0,0,0,0
KHDT0141,病棟3F治験管理室共用室(1),0,0,0,0,0,0,0,0,2,3,4,5,5,0,0,1,0,0,0,0,0,0,0,0
KHDT0142,病棟3F治験管理室共用室(2),0,0,0,0,0,0,0,0,2,1,2,0,1,2,1,0,0,0,0,0,0,0,0,0
KHDT0143,病棟2F看護部（外来）診察室⑰(中央参照可),0,0,0,0,0,0,0,0,19,15,16,13,15,15,17,14,15,11,4,0,0,0,0,0
KHDT0144,病棟2F看護部（外来）採血室 受付,1,1,1,1,1,1,1,1,16,16,15,15,17,9,12,17,16,6,1,1,1,1,1,1
KHDT0145,病棟2F看護部（外来）診察室⑱C,1,1,1,1,1,1,1,12,17,16,16,14,17,18,18,17,16,12,9,4,1,1,1,1
KHDT0146,病棟2F看護部（外来）頭頚・乳腺婦人科診察窓口_（第二診察窓口),3,3,3,3,3,3,3,3,15,15,15,15,15,15,15,14,11,7,3,3,3,3,3,3
KHDT0147,病棟2F看護部（外来）頭頸科処置室⑫,0,0,0,0,0,0,0,0,9,18,17,19,19,14,14,12,12,12,3,2,0,0,0,0
KHDT0148,病棟2F看護部（外来）頭頸科診察室⑪(中央参照),0,0,0,0,0,0,0,0,9,18,19,19,19,17,18,17,7,2,0,0,0,0,0,0
KHDT0149,病棟2F看護部（外来）頭頸科診察室⑬(中央参照可),0,0,0,0,0,0,0,0,6,19,19,18,17,15,12,12,8,1,2,0,0,0,0,0
KHDT0150,病棟2F看護部（外来）内科・外科診察室①,0,0,0,0,0,0,0,0,11,18,17,16,15,17,17,14,12,10,9,2,0,0,0,0
KHDT0151,病棟2F看護部（外来）内科・外科診察室②,0,0,0,0,0,0,0,0,5,12,18,19,15,15,16,13,11,10,6,1,0,0,0,0
KHDT0152,病棟2F看護部（外来）内科・外科診察室③,0,0,0,0,0,0,0,0,7,17,17,15,16,15,16,14,16,13,5,3,1,0,0,0
KHDT0153,病棟2F看護部（外来）内科・外科診察室④,0,0,0,0,0,0,0,0,5,18,18,17,15,14,17,18,16,9,5,3,2,0,0,0
KHDT0154,病棟2F看護部（外来）内科・外科診察室⑤,0,0,0,0,0,0,0,0,12,19,18,17,19,18,17,15,15,14,4,4,2,0,0,0
KHDT0155,パークホテル診療棟2Fホテル外来診察室⑤ (中央参照可),0,0,0,0,0,0,0,0,10,16,16,17,13,10,8,8,7,0,0,0,0,0,0,0
KHDT0156,パークホテル診療棟2Fホテル外来診察室 ⑥,1,1,1,1,1,1,1,1,5,17,13,9,10,9,5,7,7,3,1,1,1,1,1,1
KHDT0157,病棟2F看護部（外来）共通診察室⑧,1,1,1,1,1,1,1,1,7,17,18,15,12,13,13,13,7,3,2,2,1,1,1,1
KHDT0158,病棟2F看護部（外来）共通診察室⑨,0,0,0,0,0,0,0,0,6,15,17,17,15,13,16,16,12,3,3,2,1,1,0,0
KHDT0159,病棟2F看護部（外来）内科・外科診察室⑩,0,0,0,0,0,0,0,0,14,14,18,18,13,16,16,15,14,9,3,0,0,0,0,0
KHDT0160,病棟2F看護部（外来）内科・外科診察窓口_（ 第一診察窓口 ),0,0,0,0,0,0,0,0,19,19,19,19,19,19,19,18,19,15,4,1,1,0,0,0
KHDT0161,病棟2F看護部（外来）婦人科診察室⑮,0,0,0,0,0,0,0,15,18,19,18,20,15,17,16,15,15,18,16,7,3,1,0,0
KHDT0163,病棟1F看護部（外来）診察窓口 ②,0,0,0,0,0,0,0,0,19,19,19,17,19,19,19,18,14,15,1,1,0,0,0,0
KHDT0164,病棟3F看護部看護部長室看護副部長室,1,1,1,1,1,1,1,16,19,19,20,18,17,17,17,17,16,16,15,10,5,3,1,1
KHDT0166,病棟3F看護部看護部長室看護副部長室,2,2,2,2,2,2,6,14,13,12,10,7,4,6,7,8,9,8,6,3,2,2,2,2
KHDT0167,病棟4Fがん登録推進室がん登録推進室,0,0,0,0,0,0,0,0,18,15,15,18,17,17,12,15,13,10,0,0,0,0,0,0
KHDT0169,病棟4Fがん登録推進室がん登録推進室,0,0,0,0,0,0,0,0,4,9,16,16,16,16,14,14,12,8,0,0,0,0,0,0
KHDT0170,病棟4Fがん登録推進室がん登録推進室,0,0,0,0,0,0,0,1,8,11,11,10,7,8,7,5,2,0,0,0,0,0,0,0
KHDT0171,新外来棟2Fサポーティブケアセンタサポーティブケアセンタ,0,0,0,0,0,0,0,0,0,6,4,5,8,10,7,6,8,6,0,0,0,0,0,0
